AV,SiOSi_std,SiOSi_min,g_dft,SiO_gmean,SiOSi_gmean,SiOSi_skew,k_dft,SiOSi_average,spg,SiOSi_hmean,largest_included_sphere,SiOSi_var,mode_dim,SiO_var,SiOSi_max,NASA,VolFrac,volume,SiO_mean,NAV,max_dim,SiO_min,SiO_skew,ASA,largest_included_sphere_free,SiOSi_mean,SiO_average,density,min_dim,SiO_max,largest_free_sphere,SiO_std,SiO_hmean
0.0144094,13.33224332,140.484508,21.65495663,1.600158129,158.9706184,-0.072657156,38.93830897,159.5318562,59,158.4073097,4.40402,177.748712,1,2.47E-05,180,76.4286,0.02676,17.90802087,1.600165872,0,1,1.590275895,-1.051709648,0,4.33191,159.5318562,1.600165872,1.857125485,1,1.605286118,3.29894,0.004972678,1.600150368
0.0114329,15.63386491,137.4614059,22.5261543,1.608580732,158.7931146,0.12432871,26.26566538,159.555827,59,158.0378417,4.47724,244.4177319,1,8.11E-06,180,47.1371,0.02064,18.42180591,1.608583251,5.54E-05,1,1.60573194,0.836701341,0,4.47724,159.555827,1.608583251,1.805330167,1,1.613621632,2.87613,0.002848557,1.608578214
0.0133964,13.10806945,138.1962351,25.26475751,1.60920075,159.5431637,0.091574484,33.69387205,160.0795678,59,159.0081629,4.26128,171.8214846,1,6.76E-06,180,53.5513,0.02374,18.76699385,1.609202847,0.000248291,1,1.606723946,1.196647507,0,4.26047,160.0795678,1.609202847,1.772124092,1,1.615461141,2.94274,0.002599501,1.609198656
0,11.27020652,150.2827507,22.59602673,1.607299329,166.1397012,-0.379408458,27.93541869,166.5284231,59,165.7446338,3.50777,127.017555,0,3.35E-05,180,0,0,17.62744192,1.607309748,0.00097526,0,1.59973704,0.286472017,0,3.34439,166.5284231,1.607309748,1.886685663,0,1.61600639,1.88404,0.005789371,1.607288916
0,14.39378825,133.372004,18.71087404,1.603067064,150.5138726,0.204758243,44.68543175,151.1939037,59,149.8414643,3.36211,207.1811402,0,6.94E-05,180,0,0,16.51534292,1.603088635,0.0017778,0,1.594808065,0.91277908,0,3.08881,151.1939037,1.603088635,2.013730027,0,1.620681129,2.57972,0.008329369,1.603045561
0,9.655610837,152.7557629,21.04399402,1.598590805,169.0686139,-0.857566047,13.23633335,169.3536042,59,168.7740839,3.46181,93.23082063,0,3.71E-05,179.9999991,0,0,17.31176664,1.59860242,0.000989027,0,1.587020608,-0.507133081,0,3.4245,169.3536042,1.59860242,1.921088854,0,1.605514222,1.92315,0.006089792,1.598579176
0,12.76149595,147.9116239,26.96951855,1.607743419,165.8171028,-0.471667929,60.57560509,166.3197373,59,165.303268,3.2917,162.8557788,0,3.32E-05,180,0,0,17.40095512,1.607753736,0.000941801,0,1.599079705,0.125402286,0,3.27988,166.3197373,1.607753736,1.911242327,0,1.617376253,2.00537,0.005760492,1.607733105
0.0481632,15.21688116,124.7071333,18.52032298,1.601986841,143.6908175,0.885107442,21.50955698,144.4516308,59,142.9700158,7.53053,231.5534721,1,0.000780995,180,0.593192,0.0904,17.71875,1.602227874,0.000607367,1,1.570356324,0.974434887,359.273,7.52673,144.4516308,1.602227874,1.876963214,1,1.657392338,5.45069,0.027946286,1.601748494
0,11.73836508,149.2804292,31.42787405,1.601200462,167.9649624,-0.782143997,33.06869043,168.3905662,63,167.5234483,3.74267,137.7892148,0,7.39E-05,180,0,0,17.42385743,1.601223636,0.00223186,0,1.584216514,-1.006133744,0,3.72253,168.3905662,1.601223636,1.908730147,0,1.609095081,2.57116,0.008599202,1.601177203
0,9.348044171,141.58507,18.53600508,1.63333975,159.7506701,-0.638196696,32.80678958,160.0313477,61,159.4624416,2.75052,87.38592983,0,3.16E-05,171.2406729,0,0,16.2,1.633349406,4.87E-05,0,1.629352374,1.396505167,0,2.73251,160.0313477,1.633349406,2.052928515,0,1.644441085,1.95058,0.005625387,1.633330125
0.0117873,14.4752242,141.8016608,27.72952742,1.615874353,158.3899758,0.20187962,17.48278471,159.043014,62,157.7455957,4.3315,209.5321157,1,2.54E-05,180,52.8524,0.02178,17.99875489,1.615882211,0.000129887,1,1.608212419,-0.314801689,0,4.3287,159.043014,1.615882211,1.847763478,1,1.621668705,3.1035,0.005037582,1.61586649
0.0138044,12.33119654,140.0491556,22.78464877,1.607933608,157.5748494,0.157854776,100.4780477,158.0538769,62,157.0988073,4.25092,152.058408,1,7.74E-06,180,69.9128,0.0255,18.00374418,1.607936016,0,1,1.603322458,-0.261629182,0,4.24706,158.0538769,1.607936016,1.847251417,1,1.612055008,3.41882,0.002782594,1.607931199
0.02709,16.82229822,136.3283689,20.87267562,1.613268431,156.9582202,0.247395953,56.92557913,157.8426625,62,156.0917701,5.12169,282.9897175,1,2.49E-05,180,0,0.04736,19.02322601,1.613276184,0,1,1.602693289,-1.420533799,210.024,5.06314,157.8426625,1.613276184,1.748254577,1,1.617243855,3.70621,0.004994433,1.613260654
0,13.01352248,149.1349226,25.38519617,1.600241326,167.6042841,-0.644037765,36.64062211,168.1262866,62,167.0656009,3.43749,169.3517673,0,1.52E-05,180,0,0,17.32392216,1.600246075,0.000843868,0,1.593274625,-0.513199379,0,3.41171,168.1262866,1.600246075,1.919740902,0,1.604776096,1.95214,0.003897103,1.600236572
0.00733587,7.040754998,153.7461002,13.55058734,1.612580243,164.4052296,0.358594904,27.36319684,164.554564,62,164.257212,4.23337,49.57223094,1,2.88E-05,180,37.9472,0.01358,17.96546124,1.61258916,0.000237686,1,1.60578824,0.313656946,0,4.23182,164.554564,1.61258916,1.85118776,1,1.620948019,3.37177,0.005364669,1.612571332
0.00111437,13.7827158,130.2548393,10.56668669,1.608604729,147.0583742,0.828865224,8.740786338,147.6737002,62,146.4709515,3.32485,189.963255,1,5.02E-06,180,0,0.00268,13.82863686,1.608606291,0,1,1.604619421,0.109478106,0,3.31185,147.6737002,1.608606291,2.404968926,1,1.611856757,2.68411,0.002241402,1.608603168
0,10.27994677,152.3914491,32.63519228,1.606287168,167.16186,-0.463239381,36.48639303,167.4839601,62,166.8337613,3.41201,105.6773056,0,4.89E-05,180,0,0,17.58506625,1.606302336,0.000740262,0,1.59924225,0.905125104,0,3.13084,167.4839601,1.606302336,1.89123211,0,1.619760263,2.02489,0.006989616,1.60627204
0.0019263,8.288491455,153.7159564,25.65887272,1.641563088,164.8659629,0.101131962,53.85246485,165.0736898,63,164.6587768,4.0938,68.6990906,1,0.000177007,180,10.1438,0.00348,18.40909091,1.641617422,0.001096,1,1.606116197,-1.419596415,0,4.0938,165.0736898,1.641617422,1.806577093,1,1.655832007,2.73217,0.0133044,1.641508328
0.00962743,13.78044945,145.4459151,33.20825581,1.607925988,159.1409849,0.367247337,57.22006336,159.7246329,67,158.5706371,3.85579,189.9007871,1,5.63E-05,180,16.7114,0.01774,18.04860023,1.607943492,0.000314764,1,1.596521625,0.086298942,0,3.83363,159.7246329,1.607943492,1.842660457,1,1.619901813,2.81077,0.007503684,1.607908489
0.00508171,15.43939886,129.3468633,29.28233947,1.616867448,152.9222367,-0.258199685,54.90877484,153.7160804,67,152.1131222,3.89225,238.3750372,1,7.64E-06,180,14.1921,0.00964,17.53150729,1.61686981,0.00283606,1,1.613895938,0.455032822,0,3.89225,153.7160804,1.61686981,1.897009846,1,1.621099649,3.13807,0.002764461,1.616865088
0,10.99461513,141.3000296,19.5703819,1.6181347,156.2776608,0.349488517,45.40168623,156.6587662,73,155.9015493,4.31721,120.8815617,0,6.41E-05,180,60.629,0,18.17307692,1.618154476,0.013355,0,1.609004786,0.599997378,0,4.31721,156.6587662,1.618154476,1.830039134,0,1.63189121,2.57227,0.008007978,1.618114963
0,10.22078429,142.8359385,21.72787759,1.629781424,156.4667984,-0.001122168,45.21009916,156.8008039,73,156.1324557,3.71689,104.4644316,0,9.74E-06,172.2914301,5.9944,0,17.35714286,1.629784409,0.0057514,0,1.627102864,0.89920566,0,3.7091,156.8008039,1.629784409,1.916066614,0,1.634682725,1.69513,0.003121084,1.629778442
0.00271717,7.780617569,151.2719942,19.17719443,1.626048609,164.3498457,0.069303356,34.71918157,164.5337835,73,164.1659793,3.37812,60.53800975,1,0.000215367,180,0,0.0051,17.71875,1.626114815,0,1,1.606830106,0.045638379,0,3.35881,164.5337835,1.626114815,1.876963214,1,1.648590577,2.76363,0.014675383,1.625982419
0.0310955,12.38991765,137.0784722,28.24325368,1.608679932,155.8902325,0.190489905,26.66258656,156.3784744,74,155.405279,4.73772,153.5100593,3,7.71E-05,180,205.276,0.05308,19.48287779,1.608703818,0,3,1.598362426,0.866798839,0,4.72252,156.3784744,1.608703818,1.707008703,3,1.629438466,3.51603,0.00878015,1.60865612
0.0406972,10.11875602,143.594019,14.96930066,1.607768848,159.6855186,0.207954439,27.87992985,160.0037855,74,159.3691028,5.62295,102.3892233,3,0.000111043,180,256.224,0.06718,20.1470431,1.607803297,0,3,1.596655866,0.558604096,0,5.62295,160.0037855,1.607803297,1.650735633,3,1.626924972,3.37156,0.010537687,1.607734482
0,11.6017255,143.5053857,28.68104435,1.608346889,158.120977,0.068827742,28.08057822,158.5452334,74,157.6980324,4.20106,134.6000346,0,5.64E-05,180,22.6983,0,18.19417008,1.608364425,0.0111603,0,1.595100959,0.16956616,0,3.74499,158.5452334,1.608364425,1.827917503,0,1.619994831,2.50851,0.007512571,1.608329361
0.0124524,13.60454378,142.6718176,54.37933669,1.611333221,163.3036754,-0.440480464,26.49112405,163.8843266,74,162.7089902,4.44663,185.0836116,1,8.10E-05,180,60.7687,0.02306,17.95887156,1.611358261,0,1,1.603015948,1.128767452,0,4.44663,163.8843266,1.611358261,1.851867019,1,1.62772319,3.39313,0.009001854,1.611308286
0.00424008,8.963464549,147.7174598,23.24479187,1.610738444,159.721028,0.684913567,47.75720142,159.9664608,74,159.4813312,4.3575,80.34369671,1,2.00E-05,180,25.3525,0.00766,18.40909091,1.610744651,0.00223628,1,1.606004703,0.961793421,0,4.34375,159.9664608,1.610744651,1.806577093,1,1.619270253,3.58347,0.004475581,1.610732249
0.0159676,12.80552094,135.4913436,21.24966831,1.610768912,156.0082288,0.172375148,16.40226494,156.529587,74,155.4902661,4.36248,163.9813665,1,0.000342555,180,113.015,0.0289,18.375,1.610874426,0.00109397,1,1.59346961,1.015484311,0,4.2399,156.529587,1.610874426,1.809928813,1,1.65073545,3.44978,0.018508253,1.610664207
0,1.430733112,159.3406691,29.9957917,1.731517625,160.5090634,0.678235107,32.91089975,160.5154142,91,160.5027382,1.39357,2.046997238,0,0.015310304,162.530432,0,0,11.53120365,1.736017149,0,0,1.581421218,-0.391194597,0,1.39247,160.5154142,1.736017149,2.884125801,0,1.845927992,0.88001,0.123734813,1.72694387
0,15.11629331,135.9670966,20.89572828,1.6042572,154.3457111,-0.104874948,37.5603329,155.0905314,78,153.596856,1.44159,228.5023234,0,6.47E-06,174.9980798,0,0,13.16733257,1.604259216,0,0,1.601554946,0.762515502,0,1.43044,155.0905314,1.604259216,2.525753927,0,1.608696076,0.78009,0.00254406,1.604255187
0,10.62401613,143.8615851,22.25455522,1.61027613,155.2494761,1.297392,44.16116366,155.5932087,87,154.9239212,6.58204,112.8697188,0,2.97E-05,179.9992715,414.739,0,20.06819209,1.610285331,0.0516892,0,1.607078395,1.186734054,0,6.57477,155.5932087,1.610285331,1.657221627,0,1.621469104,2.18728,0.005450707,1.610266954
0,10.08170099,144.3103731,18.96478487,1.61455825,157.7844658,0.422176925,64.79483674,158.1012071,84,157.4726464,5.67588,101.6406948,0,0.000800897,180,324.212,0,19.18521379,1.614803444,0.0404965,0,1.590831715,0.989156033,0,5.67588,158.1012071,1.614803444,1.733493425,0,1.669586512,1.23794,0.028300117,1.614315848
0.00952098,9.772812938,145.8320645,20.26113809,1.610883928,163.0737539,-0.209944537,36.41451951,163.3691977,84,162.775548,4.25742,95.50787273,1,1.46E-05,178.9102166,60.2045,0.01788,17.70926706,1.610888465,5.32E-05,1,1.60362271,-1.14937897,0,4.25742,163.3691977,1.610888465,1.877968288,1,1.614607857,3.56767,0.003819632,1.610879383
0.00791989,10.83397924,141.3813757,23.12475945,1.608447972,154.7967442,0.792577335,50.78897645,155.1630286,85,154.4422193,5.17682,117.3751062,2,0.000170424,180,57.435,0.01476,17.84512647,1.608500424,0.00659991,2,1.590764033,1.878453973,0,3.82962,155.1630286,1.608500424,1.863670846,2,1.658391492,3.01994,0.013054652,1.608396032
0.00549821,10.21284211,145.3028856,14.78428684,1.609621735,155.8734312,0.938693559,41.99478341,156.1952622,85,155.5634481,5.55356,104.302144,2,0.000145345,180,102.831,0.00974,18.77364615,1.609666994,0.0120577,2,1.589193153,-0.488030475,0,4.10689,156.1952622,1.609666994,1.771496154,2,1.625756833,3.0188,0.012055896,1.609576364
0.0290581,11.89795646,136.3836513,28.53530842,1.611031513,156.3519021,0.479251593,21.46741779,156.7947403,139,155.9178158,6.91074,141.5613679,1,0.000170918,180,214.124,0.0534,18.09726662,1.611084582,0,1,1.594039757,-0.082353723,0,4.2728,156.7947403,1.611084582,1.837705254,1,1.626643875,3.49522,0.013073579,1.610978419
0,6.982695381,157.3457777,40.3596182,1.602803703,168.9090402,-0.410909946,48.17938414,169.055034,88,168.7613573,6.3076,48.75803478,0,5.26E-06,177.5559692,234.835,0,18.95484505,1.602805343,0.0305605,0,1.596270889,-0.748076672,0,6.3076,169.055034,1.602805343,1.754561531,0,1.606008802,1.7506,0.002292493,1.602802061
0,6.606997748,155.450299,14.33187683,1.641995032,161.421407,1.631442884,45.36430477,161.5509965,88,161.2970722,3.55233,43.65241924,0,1.23E-05,180,0,0,16.875,1.641998759,0.00103511,0,1.639285736,0.697012943,0,3.48494,161.5509965,1.641998759,1.970811375,0,1.646941537,1.4844,0.003500636,1.641991307
0,10.5984308,143.6018242,22.95139932,1.609368978,157.8230616,0.682635134,26.49900272,158.1688978,141,157.4864304,2.92795,112.3267355,0,8.87E-06,179.9996415,0,0,16.67182023,1.609371737,0.000240623,0,1.605579906,-0.474647094,0,2.92795,158.1688978,1.609371737,1.994829688,0,1.611726948,2.39644,0.00297888,1.609366218
0.00638016,12.52234765,150.1022791,13.79853431,1.649902045,167.1393692,-0.640456705,42.41079704,167.6234278,123,166.6404412,4.54368,156.8091906,1,0.002379808,178.613531,0,0.01914,11.0860377,1.650613194,0,1,1.616118207,0.707106786,44.9975,4.54368,167.6234278,1.650613194,2.999939459,1,1.719606319,3.79208,0.048783279,1.649200936
0,8.450214518,149.3840423,27.77688826,1.610026124,160.4015683,0.235949932,29.76768274,160.62233,120,160.1826076,3.30268,71.4061254,0,7.70E-06,173.2418483,0,0,17.18034927,1.61002852,0.00230399,0,1.604727122,-0.978789349,0,3.30268,160.62233,1.61002852,1.935783809,0,1.612420846,2.38728,0.002775767,1.610023726
0,13.36187819,136.4916176,47.23411666,1.60770421,154.1637842,0.169899447,71.9774388,154.738092,141,153.5933521,3.31372,178.5397886,0,6.57E-06,180,0,0,16.75476729,1.607706255,0.00216631,0,1.603870551,-0.440205381,0,3.30328,154.738092,1.607706255,1.984953976,0,1.610133617,2.54027,0.002564042,1.607702163
0.0206184,10.23664238,147.6718397,35.492241,1.611427908,159.3163881,0.677432388,67.56495,159.6361471,125,159.0053263,5.0059,104.7888473,1,7.84E-05,180,111.51,0.03628,18.90051971,1.611452233,0,1,1.600314781,-0.020517522,0,4.99315,159.6361471,1.611452233,1.759604628,1,1.622207151,3.38156,0.008853845,1.611403581
0.0346767,11.07337058,143.5340787,39.76726095,1.614450196,156.1942021,0.774500923,32.9990913,156.5733562,135,155.8274786,4.56865,122.6195359,2,7.57E-05,178.6522681,267,0.05814,19.83576725,1.614473675,0,2,1.599766121,-0.535757136,0,4.56857,156.5733562,1.614473675,1.676640058,2,1.624415979,2.87172,0.008698604,1.614426671
0,9.217565281,147.3764678,15.0102992,1.606825307,169.893517,-1.595939802,37.64138414,170.1590882,136,169.6112526,6.87727,84.96350971,0,1.42E-05,178.2800661,263.441,0,19.38294251,1.606829723,0.034363,0,1.600872376,-0.241426912,0,6.87205,170.1590882,1.606829723,1.715809761,0,1.611575139,2.02559,0.003766336,1.606820889
0.0179284,9.133969095,150.2435264,18.11137454,1.60665832,154.1700431,2.387507052,19.7864678,154.4174194,138,153.9437602,4.01723,83.42939142,1,6.01E-05,180,68.7209,0.032,18.63275711,1.606677093,0,1,1.592983084,-0.98594487,0,4.01241,154.4174194,1.606677093,1.784891079,1,1.6131291,3.27477,0.007754511,1.606639487
0,11.07548622,149.5014507,21.38971672,1.60806342,158.0967802,1.116538515,65.09593091,158.4655003,225,157.7463291,10.34447,122.666395,0,4.94E-05,179.9983378,519.855,0,20.94292393,1.608078773,0.0751765,0,1.595797329,0.334977974,0,10.34447,158.4655003,1.608078773,1.58800376,0,1.620276634,1.63806,0.007030108,1.608048083
0,0.002010604,166.6277935,55.69478863,1.641645842,166.6298041,4.95E-11,32.02862568,166.6298041,152,166.6298041,1.29893,4.04E-06,0,0.002867401,166.6318147,0,0,10.10825739,1.642531625,0,0,1.567417658,-0.656022959,0,1.29893,166.6298041,1.642531625,3.290126147,0,1.688426491,0.37893,0.053548117,1.640747621
0,9.359485083,138.6242288,29.9322293,1.602456067,157.8308729,-0.590192119,39.57961065,158.1154538,146,157.5385956,3.61709,87.59996102,0,7.55E-06,172.1496579,0,0,17.64140144,1.602458422,0.00247191,0,1.598759959,-0.055253323,0,3.61709,158.1154538,1.602458422,1.885192741,0,1.606088798,2.23205,0.002747089,1.602453712
0,6.774386925,157.1849108,22.26001982,1.601999638,165.3399132,0.491004603,28.25860504,165.4768703,146,165.2047456,2.80242,45.89231821,0,7.02E-05,179.9985521,0,0,17.36628355,1.602021484,0.000121092,0,1.591065235,1.050639874,0,2.80242,165.4768703,1.602021484,1.915058098,0,1.61733686,2.47516,0.008381437,1.601977873
0,4.035366121,156.0739238,37.93679405,1.607276926,162.9564815,1.279244254,47.67456874,163.00545,194,162.9084524,5.80714,16.28417973,0,7.80E-08,174.0813534,336.647,0,20.1474687,1.607276951,0.0408314,0,1.606900094,-0.347405222,0,5.8025,163.00545,1.607276951,1.650700763,0,1.607580392,2.18207,0.000279265,1.607276902
0,3.664586767,155.9308002,43.44405252,1.608352302,162.9255231,1.289864556,66.35553042,162.9659878,164,162.8857591,5.81759,13.42919617,0,1.55E-05,173.7558134,331.833,0,20.15084308,1.608357115,0.0403898,0,1.605932007,1.963536387,0,5.80657,162.9659878,1.608357115,1.650424343,0,1.617920923,2.17414,0.003940847,1.608347505
0,4.621248722,156.5403882,28.46074177,1.601549999,162.9496959,1.419506453,25.09816479,163.0135608,164,162.8874051,5.8075,21.35593975,0,4.19E-05,175.1343409,330.937,0,20.1353741,1.601563107,0.0407221,0,1.593639729,-0.399330648,0,5.80457,163.0135608,1.601563107,1.65169228,0,1.607170954,2.1769,0.00647624,1.601536877
0,5.405560006,156.2804443,32.61510725,1.603096094,162.8943994,1.263830851,35.54272403,162.981692,164,162.8093983,5.78488,29.22007898,0,3.24E-05,175.372466,342.731,0,20.11411368,1.603106212,0.041296,0,1.594124045,-0.934343589,0,5.78479,162.981692,1.603106212,1.653438102,0,1.607080445,2.17825,0.005689269,1.603085954
0,5.521324525,156.3140726,29.90907692,1.606979797,162.9214468,1.149261598,45.34454651,163.0126845,164,162.8324234,5.79595,30.48502451,0,2.86E-07,175.3402511,330.803,0,20.11460818,1.606979886,0.0413454,0,1.605744051,-1.599098532,0,5.78759,163.0126845,1.606979886,1.653397454,0,1.607402579,2.12262,0.000534911,1.606979708
0,11.02617677,140.8341833,19.83019597,1.637500286,168.5438562,-1.49550795,43.86210571,168.930556,147,168.1283359,3.56382,121.5765741,0,0.000429078,180,0,0,18.70614872,1.637630818,0.00300358,0,1.620262814,0.435924888,0,3.54202,168.930556,1.637630818,1.777888246,0,1.666040858,2.21116,0.020714203,1.637370242
0,11.16389024,139.7345398,9.018197327,1.603413662,160.3417705,-0.552549335,24.99753325,160.7416333,147,159.9294102,3.56187,124.6324452,0,8.77E-06,180,0,0,17.53701443,1.603416396,0.0026893,0,1.599504999,-0.024822361,0,3.52117,160.7416333,1.603416396,1.896414129,0,1.607661359,2.28795,0.002960745,1.603410928
0,3.46759492,155.974499,22.92623252,1.605066932,162.9775397,1.419092789,31.55236528,163.0137332,194,162.9419965,5.82226,12.02421453,0,1.90E-05,173.9677525,327.372,0,20.15755341,1.605072881,0.0413246,0,1.593603127,-2.213187016,0,5.82226,163.0137332,1.605072881,1.649874927,0,1.607605425,2.17864,0.004361205,1.605060959
0,5.796020347,155.8910437,12.80652336,1.60433965,162.9071925,1.136498864,38.27608508,163.0076334,187,162.8093087,5.77108,33.59385186,0,2.14E-05,176.3532144,328.29,0,20.10675894,1.60434634,0.0399871,0,1.594074321,-1.729386232,0,5.77024,163.0076334,1.60434634,1.654042904,0,1.607085024,2.10137,0.004625486,1.604332937
0,3.648628438,156.4035894,25.56586408,1.608181144,162.9724644,1.706279853,41.46031663,163.0123316,164,162.9335108,5.82986,13.31248948,0,1.71E-05,174.9880296,329.997,0,20.15360984,1.608186435,0.0395303,0,1.606319783,2.247408773,0,5.82628,163.0123316,1.608186435,1.650197767,0,1.619097448,2.15719,0.004133459,1.608175872
0,5.003661697,155.9736346,24.47235601,1.605725511,162.8938574,1.149003859,23.40452606,162.9689857,164,162.8203664,5.7894,25.03663038,0,1.93E-05,175.0607563,329.181,0,20.12438027,1.605731546,0.0404687,0,1.594167244,-2.222959384,0,5.78932,162.9689857,1.605731546,1.65259459,0,1.607828108,2.11282,0.004393411,1.605719452
0.0123269,12.1536818,136.8872807,18.8010248,1.599885901,150.4474715,0.509237113,46.88392009,150.9255323,155,149.9817048,3.55019,147.7119814,2,6.13E-06,180,0,0.02362,18.1055709,1.599887818,0,2,1.596382077,0.403159656,0,3.55019,150.9255323,1.599887818,1.836862374,2,1.604746064,3.32776,0.002476604,1.599883986
0,5.590007154,156.1424121,11.74092954,1.611313803,162.9451898,1.248563508,67.84697822,163.0384558,194,162.8544291,5.78308,31.24817998,0,3.60E-05,176.247271,333.818,0,20.11404543,1.611324975,0.0411628,0,1.606392139,0.40815038,0,5.78182,163.0384558,1.611324975,1.653443712,0,1.618683578,2.11619,0.006003326,1.611302643
0,7.849258141,147.5103913,10.72165663,1.608312498,153.5544903,1.965367109,15.93760771,153.7428899,194,153.3772023,4.94437,61.61085337,0,8.53E-05,180,87.4575,0,17.69194202,1.608338974,0.0145654,0,1.591328972,0.378954045,0,4.27135,153.7428899,1.608338974,1.87980731,0,1.623207899,2.5009,0.009235124,1.608286059
0.0131293,10.96779885,149.8114192,40.43503622,1.616143202,159.2726648,0.636127506,86.15070315,159.6395422,194,158.9162752,5.62121,120.2926117,1,4.00E-05,179.7568492,6.02129,0.02404,18.16318855,1.616155571,0.00194427,1,1.607902702,-0.267352143,101.287,5.62121,159.6395422,1.616155571,1.83103544,1,1.623266624,5.26304,0.006320811,1.616130824
0,3.047017542,155.7060451,29.12966409,1.606843044,162.9601569,1.350754056,65.55676584,162.9881989,164,162.9325251,5.82864,9.284315899,0,3.31E-07,173.5177504,321.235,0,20.16193659,1.606843147,0.0396023,0,1.606055554,0.847089649,0,5.8204,162.9881989,1.606843147,1.649516245,0,1.607890983,2.1728,0.000575694,1.606842941
0,4.63297812,156.4501784,29.43410699,1.604023677,162.9487625,1.402209994,90.57483334,163.012968,164,162.8861244,5.80669,21.46448626,0,2.69E-05,175.1868686,329.28,0,20.13512209,1.604032102,0.0401541,0,1.593665548,-1.489369943,0,5.79692,163.012968,1.604032102,1.651712952,0,1.606929956,2.13808,0.005190667,1.604015224
0,5.296919842,155.6977502,41.95092397,1.604556476,162.8986582,1.266791514,64.81923594,162.982522,164,162.8169439,5.79449,28.05735982,0,2.17E-05,176.1790292,345.494,0,20.11738459,1.604563253,0.041097,0,1.594700928,-1.634361108,0,5.79449,162.982522,1.604563253,1.653169267,0,1.60701906,2.1213,0.004655819,1.604549679
0,5.82868721,156.2955774,26.25488683,1.606712808,162.8880507,1.184984676,55.943849,162.9895036,164,162.7893178,5.77369,33.97359459,0,4.41E-08,175.2965735,318.725,0,20.10315058,1.606712821,0.0399061,0,1.60641236,-0.22326704,0,5.77303,162.9895036,1.606712821,1.654339792,0,1.606997302,2.17904,0.000210036,1.606712794
0,6.173578529,156.0527439,30.56743462,1.604760972,162.9122402,1.049546186,53.0794388,163.0262283,164,162.801126,5.77658,38.11307185,0,2.50E-05,175.5445996,341.786,0,20.0977268,1.604768797,0.0418546,0,1.594208527,-1.613790204,0,5.77658,163.0262283,1.604768797,1.654786249,0,1.60757205,2.10465,0.005003006,1.604753121
0,11.89765504,123.2424998,32.93532174,1.61175725,143.4860131,0.056984327,58.23111508,143.978828,165,142.9924908,2.69673,141.5541953,0,2.25E-05,163.3298354,0,0,14.89322347,1.611764242,8.96E-06,0,1.602753099,-0.50872581,0,2.69276,143.978828,1.611764242,2.23305868,0,1.619261149,2.04488,0.004744868,1.611750252
0,6.45290666,156.480715,36.35740639,1.623012498,163.049798,1.519021015,38.2474883,163.1726873,221,162.9314136,6.08582,41.64000436,0,0.000796558,179.999269,102.069,0,18.17453567,1.623258474,0.0159789,0,1.585254044,-0.202747964,0,4.1089,163.1726873,1.623258474,1.829892248,0,1.659959256,1.65675,0.028223352,1.622765935
0.0101141,10.19118117,156.4568951,29.37746044,1.618412005,162.0428754,1.154699819,86.76801432,162.3483578,74,161.7518583,3.60277,103.8601736,1,7.85E-05,180,0,0.01754,19.177133,1.618436355,0,1,1.603091681,-1.154700538,0,3.59853,162.3483578,1.618436355,1.734223878,1,1.623551246,2.89962,0.008859251,1.618387551
0.09948,2.801512671,148.3906783,15.16001316,1.618546236,152.2792796,-0.039190028,60.81326146,152.3050622,63,152.2534842,7.05809,7.848473244,3,3.70E-05,156.5592624,748.792,0.14442,22.90842294,1.61855766,1.38E-05,3,1.612340162,-0.000422976,0,7.05638,152.3050622,1.61855766,1.451756065,3,1.624871786,3.53934,0.006081153,1.618534813
0.0300586,11.86569366,147.1502588,39.85443324,1.620124325,165.3222167,-0.363742262,93.34548877,165.7556896,74,164.8808355,5.37585,140.794686,1,1.91E-05,180,0,0.05328,18.76248956,1.620130223,0,1,1.611108811,-1.375045876,286.819,5.37585,165.7556896,1.620130223,1.772549524,1,1.623233134,4.42959,0.004366214,1.620118412
0.0121861,10.15013081,145.9160918,31.12585981,1.615394079,156.4984845,0.700875577,80.60855225,156.8184698,64,156.1869437,3.95171,103.0251554,2,4.84E-05,180,20.9098,0.02306,17.57482931,1.615409102,0,2,1.597462167,-0.75256667,0,3.94425,156.8184698,1.615409102,1.892333709,2,1.623338432,3.07075,0.006959306,1.615379023
0.0806395,15.16395682,135.9596369,20.07105254,1.615874976,161.4406063,-0.393464615,24.52628472,162.1710833,63,160.6909973,8.41442,229.9455865,1,4.48E-05,180,0,0.13332,20.11587367,1.615888832,0,1,1.609520765,0.440351627,456.175,8.41442,162.1710833,1.615888832,1.653293438,1,1.625819651,7.74079,0.006695751,1.615861138
0,7.587151134,155.7945399,12.57904109,1.615682358,161.4395812,1.239415167,53.29732965,161.6112189,194,161.2743265,5.76712,57.56486232,0,3.85E-07,177.7112387,339.772,0,20.25252915,1.615682477,0.0414949,0,1.614734382,-0.371983867,0,5.76712,161.6112189,1.615682477,1.642137715,0,1.616474314,2.06974,0.000620101,1.615682239
0.0736868,11.55056693,146.6648371,28.38717207,1.610053501,162.212266,0.095797997,67.42669052,162.6221556,192,161.8032051,7.63784,133.4155965,1,1.16E-17,179.3179755,0,0.12024,20.38109695,1.610053501,0,1,1.610053497,-0.17327058,482.149,7.63784,162.6221556,1.610053501,1.631778801,1,1.610053505,7.03624,3.41E-09,1.610053501
